Index,TrainVideoCount,KnowledgeGraphId,Name,WikiUrl,Vertical1,Vertical2,Vertical3,WikiDescription
402,3726,/m/01lgkm,Recreational vehicle,https://en.wikipedia.org/wiki/Recreational_vehicle,Autos & Vehicles,,,"A recreational vehicle is, in North America, the usual term for a motor vehicle or trailer equipped with living space and amenities found in a home. Several definitions exist for RVs and vary by region, including ""camper van"", ""caravan"", and ""motorhome"", but are also used to designate different types of vehicles outside North America, hence ""RV"" is preferred."
400,3724,/m/0c_jw,Furniture,https://en.wikipedia.org/wiki/Furniture,Home & Garden,,,"Furniture refers to movable objects intended to support various human activities such as seating and sleeping. Furniture is also used to hold objects at a convenient height for work, or to store things. Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture. People have been using natural objects, such as tree stumps, rocks and moss, as furniture since the beginning of human civilisation. Archaeological research shows that from around 30,000 years ago, people began constructing and carving their own furniture, using wood, stone, and animal bones. Early furniture from this period is known from artwork such as a Venus figurine found in Russia, depicting the goddess on a throne. The first surviving extant furniture is in the homes of Skara Brae in Scotland, and includes cupboards, dressers and beds all constructed from stone."
398,3716,/m/05zmb,Parachuting,https://en.wikipedia.org/wiki/Parachuting,Sports,,,"Parachuting, or skydiving, is a method of transiting from a high point to Earth with the aid of gravity, involving the control of speed during the descent with the use of a parachute. It may involve more or less free-fall, a time during which the parachute has not been deployed and the body gradually accelerates to terminal velocity. The first parachute jump in history was made by Andre-Jacques Garnerin, the inventor of the parachute, on October 22nd, 1797. Garnerin tested his contraption by leaping from a hydrogen balloon 3,200 feet above Paris. Garnerin's parachute bore little resemblance to today's parachute's however as it was not packed into any sort of container and did not feature a ripcord. The first intentional freefall jump with a ripcord-operated deployment was not made until over a century later by Leslie Irvin in 1919. While Georgia Broadwick made an earlier freefall in 1914 when her static line became entangled with her jump aircraft's tail assembly, her freefall descent was not planned. Broadwick cut her static line and deployed her parachute manually, only as a means of freeing her self from the aircraft to which she had become entangled."
401,3697,/m/0404d,Jewellery,https://en.wikipedia.org/wiki/Jewellery,Shopping,,,"Jewellery or jewelry consists of small decorative items worn for personal adornment, such as brooches, rings, necklaces, earrings, and bracelets. Jewellery may be attached to the body or the clothes, and the term is restricted to durable ornaments, excluding flowers for example. For many centuries metal, often combined with gemstones, has been the normal material for jewellery, but other materials such as shells and other plant materials may be used. It is one of the oldest type of archaeological artefact – with 100,000-year-old beads made from Nassarius shells thought to be the oldest known jewellery. The basic forms of jewellery vary between cultures but are often extremely long-lived; in European cultures the most common forms of jewellery listed above have persisted since ancient times, while other forms such as adornments for the nose or ankle, important in other cultures, are much less common. Historically, the most widespread influence on jewellery in terms of design and style have come from Asia. Jewellery may be made from a wide range of materials."
405,3674,/m/037b28,Sakura Haruno,https://en.wikipedia.org/wiki/Sakura_Haruno,Arts & Entertainment,,,"Sakura Haruno is a fictional character in the Naruto manga and anime series created by Masashi Kishimoto. In the anime and manga, Sakura is a kunoichi affiliated with the village of the Hidden Leaf, and apart of Team 7, which consists of herself, Naruto Uzumaki, Sasuke Uchiha, and their sensei Kakashi Hatake. Sakura initially has an infatuation for Sasuke, praising him at every juncture, and heaped scorn upon the less skilled teammate Naruto. Over the course of the series, she begins to shed this singularly driven persona, and grows more appreciative and accepting of Naruto. Sakura has appeared in several pieces of Naruto media, including nine featured films in the series, all the original video animations, and several video games. Sakura has become the series' female lead, although, she was not immediately intended for the role. Kishimoto has had difficulty drawing her character resulting in Kishimoto inadvertently emphasizing certain parts of her appearance, including her large forehead. Chie Nakamura voices the character in the animated adaptations of the series, while Kate Higgins plays her in the English dub."
406,3630,/m/06l8d,Restaurant,https://en.wikipedia.org/wiki/Restaurant,Food & Drink,,,"A restaurant, or an eatery, is a business which prepares and serves food and drinks to customers in exchange for money. Meals are generally served and eaten on the premises, but many restaurants also offer take-out and food delivery services, and some only offer take-out and delivery. Restaurants vary greatly in appearance and offerings, including a wide variety of cuisines and service models ranging from inexpensive fast food restaurants and cafeterias to mid-priced family restaurants, to high-priced luxury establishments. In Western countries, most mid- to high-range restaurants serve alcoholic beverages such as beer, wine and light beer. Some restaurants serve all the major meals, such as breakfast, lunch, and dinner. Other restaurants may only serve a single meal or they may serve two meals or even a kids' meal."
410,3625,/m/01b7fy,Headphones,https://en.wikipedia.org/wiki/Headphones,Computers & Electronics,,,"Headphones are a pair of small listening devices that are designed to be worn on or around the head over a user's ears. They are electroacoustic transducers, which convert an electrical signal to a corresponding sound in the user's ear. Headphones are designed to allow a single user to listen to an audio source privately, in contrast to a loudspeaker, which emits sound into the open air, for anyone nearby to hear. Headphones are also known as earspeakers, earphones or, colloquially, cans. Circumaural and supra-aural headphones use a band over the top of the head to hold the speakers in place. The other type, known as earbuds or earphones consist of individual units that plug into the user's ear canal. In the context of telecommunication, a headset is a combination of headphone and microphone. Headphones connect to a signal source such as an audio amplifier, radio, CD player, portable media player, mobile phone, video game console, or electronic musical instrument, either directly using a cord, or using wireless technology such as bluetooth or FM radio."
408,3582,/m/04_bsf,Wheelie,https://en.wikipedia.org/wiki/Wheelie,Sports,,,"In vehicle acrobatics, a wheelie, or wheelstand, is a vehicle maneuver in which the front wheel or wheels come off the ground due to sufficient torque being applied to the rear wheel or wheels, or rider motion relative to the vehicle. Wheelies are usually associated with bicycles and motorcycles, but can be done with other vehicles such as cars, especially in drag racing and tractor pulling."
416,3553,/m/02_58j,Bedroom,https://en.wikipedia.org/wiki/Bedroom,Home & Garden,,,"A bedroom is a room of a house, mansion, hotel, dormitory, or apartment where people sleep. A typical western bedroom contains as bedroom furniture one or two beds, a clothes closet, a nightstand, and a dresser. Except in bungalows or one-storey motels, bedrooms are usually on one of the floors of a dwelling that is above ground level. Modern bedrooms often have central heating, Older bedrooms in countries with cool or cold climates often had built-in fireplaces. These were not normally lit, but provided for times when a sick person or invalid was occupying the bedroom."
415,3544,/m/01h80k,Muscle car,https://en.wikipedia.org/wiki/Muscle_car,Autos & Vehicles,,,"Muscle car is an American term used to refer to a variety of high-performance automobiles. The Merriam-Webster dictionary defines muscle cars as ""any of a group of American-made 2-door sports cars with powerful engines designed for high-performance driving."" A large V8 engine is fitted in a 2-door, rear wheel drive, family-style mid-size or full-size car designed for four or more passengers. Sold at an affordable price, muscle cars are intended for street use and occasional drag racing. They are distinct from two-seat sports cars and expensive 2+2 GTs intended for high-speed touring and road racing."
419,3539,/m/06cnp,River,https://en.wikipedia.org/wiki/River,Reference,Travel,,"A river is a natural flowing watercourse, usually freshwater, flowing towards an ocean, sea, lake or another river. In some cases a river flows into the ground and becomes dry at the end of its course without reaching another body of water. Small rivers can be referred to using names such as stream, creek, brook, rivulet, and rill. There are no official definitions for the generic term river as applied to geographic features, although in some countries or communities a stream is defined by its size. Many names for small rivers are specific to geographic location; examples are ""run"" in some parts of the United States, ""burn"" in Scotland and northeast England, and ""beck"" in northern England. Sometimes a river is defined as being larger than a creek, but not always: the language is vague. Rivers are part of the hydrological cycle. Water generally collects in a river from precipitation through a drainage basin from surface runoff and other sources such as groundwater recharge, springs, and the release of stored water in natural ice and snowpacks. Potamology is the scientific study of rivers while limnology is the study of inland waters in general."
422,3533,/m/047fr,Knitting,https://en.wikipedia.org/wiki/Knitting,Hobbies & Leisure,,,"Knitting is a method by which yarn is manipulated to create a textile or fabric. Knitting creates multiple loops of yarn, called stitches, in a line or tube. Knitting has multiple active stitches on the needle at one time. Knitted fabric consists of a number of consecutive rows of interlocking loops. As each row progresses, a newly created loop is pulled through one or more loops from the prior row, placed on the gaining needle, and the loops from the prior row are then pulled off the other needle. Knitting may be done by hand or by using a machine. Different types of yarns, needle sizes, and stitch types may be used to achieve knitted fabrics with different properties."
414,3479,/m/014mnd,Circus,https://en.wikipedia.org/wiki/Circus,Arts & Entertainment,,,"A circus is a company of performers that may include clowns, acrobats, trained animals, trapeze acts, musicians, hoopers, tightrope walkers, jugglers, unicyclists, as well as other object manipulation and stunt-oriented artists. The term 'circus' also describes the performance which has followed various formats through its 250-year modern history. Philip Astley is credited with being the 'father' of the modern circus when he opened the first circus in 1768 in England. Early circuses were almost exclusively demonstrations of equestrian skills with a few other types of acts to link the horsemanship performances. Performances developed significantly through the next fifty years, with large scale theatrical battle reenactments becoming a significant feature. The 'traditional' format, whereby a ringmaster introduces a varied selection of acts that mostly perform choreographed acts to traditional music, developed in the latter part of 19th century and continued almost universally to be the main style of circus up until the 1970s. As styles of performance have changed since the time of Astley, so too have the types of venues where these circuses have performed."
421,3475,/m/01vfsf,Guitar amplifier,https://en.wikipedia.org/wiki/Guitar_amplifier,Arts & Entertainment,,,"A guitar amplifier is an electronic amplifier that strengthens the weak electrical signal from a pickup on an electric guitar, bass guitar, or acoustic guitar so that it can produce sound through one or more loudspeakers, which are typically housed in a wooden cabinet. A guitar amplifier may be a standalone wood or metal cabinet that contains only the power amplifier circuits, requiring the use of a separate speaker cabinet–or it may be a ""combo"" amplifier, which contains both the amplifier and one or more speakers in a wooden cabinet. There is a wide range of sizes and power ratings for guitar amplifiers, from small, lightweight ""practice amplifiers"" with a single 8"" speaker to heavy combo amps with four 10"" speakers and a powerful amplifier, which are loud enough to use in a nightclub or bar performance. Guitar amplifiers can also modify the instrument's tone by emphasizing or de-emphasizing certain frequencies, using equalizer controls, which function the same way as the bass and treble knobs on a home hi-fi stereo, and by adding electronic effects; distortion and reverb are commonly available as built-in features."
424,3471,/m/03c3vj4,PlayStation,https://en.wikipedia.org/wiki/PlayStation,Computers & Electronics,Games,,"PlayStation is a gaming brand that consists of four home video game consoles, as well as a media center, an online service, a line of controllers, two handhelds and a phone, as well as multiple magazines. It is created and owned by Sony Interactive Entertainment since December 3, 1994, with the launch of the original PlayStation console in Japan. The original console in the series was the first video game console to ship 100 million units, 9 years and 6 months after its initial launch. Its successor, the PlayStation 2, was released in 2000. The PlayStation 2 is the best-selling home console to date, having reached over 155 million units sold as of December 28, 2012. Sony's next console, the PlayStation 3, was released in 2006 and has sold over 80 million consoles worldwide as of November 2013. Sony's latest console, the PlayStation 4, was released in 2013, selling 1 million consoles in its first 24 hours on sale, becoming the fastest selling console in history. The first handheld game console in the PlayStation series, sold a total of 80 million units worldwide by November 2013."
429,3460,/m/07tf8,University,https://en.wikipedia.org/wiki/University,Jobs & Education,,,"A university is an institution of higher education and research which grants academic degrees in various subjects. Universities typically provide undergraduate education and postgraduate education. The word ""university"" is derived from the Latin universitas magistrorum et scholarium, which roughly means ""community of teachers and scholars."" Universities were created in Italy and evolved from Cathedral schools for the clergy during the High Middle Ages."
418,3456,/m/034wh,Graffiti,https://en.wikipedia.org/wiki/Graffiti,Arts & Entertainment,People & Society,,"Graffiti are writing or drawings that have been scribbled, scratched, or painted illicitly on a wall or other surface, often within public view. Graffiti range from simple written words to elaborate wall paintings, and they have existed since ancient times, with examples dating back to Ancient Egypt, Ancient Greece, and the Roman Empire. In modern times, paint and marker pens have become the most commonly used graffiti materials. In most countries, marking or painting property without the property owner's permission is considered defacement and vandalism, which is a punishable crime. Graffiti may also express underlying social and political messages and a whole genre of artistic expression is based upon spray paint graffiti styles. Within hip hop culture, graffito has evolved alongside Turntablism, b-boying, b-girling and MCing. Unrelated to hip-hop graffiti, gangs use their own form of graffiti to mark territory or to serve as an indicator of gang-related activities. Controversies that surround graffiti continue to create disagreement amongst city officials, law enforcement, and writers who wish to display and appreciate work in public locations."
427,3432,/m/0hm03,Trail,https://en.wikipedia.org/wiki/Trail,Business & Industrial,,,"A trail is usually a path, track or unpaved lane or road, though the term is also applied, in North America, to routes along rivers, and sometimes to highways. In the United Kingdom and the Republic of Ireland path or footpath is the preferred term for a walking trail. Some trails are single use and can only be used for walking, cycling, horse riding, snowshoeing, and cross-country skiing; others, as in the case of a bridleway in the UK, are multi-use, and can be used by walkers, cyclists and equestrians. There are also unpaved trails used by dirt bikes and other off-road vehicles. In some places, like the Alps, trails are used for moving cattle and other livestock. In the US, the term was historically used for a route into or through wild territory used by emigrants."
434,3390,/m/0bt_c3,Book,https://en.wikipedia.org/wiki/Book,Books & Literature,,,"A book is a set of written, printed, illustrated, or blank sheets, made of paper, parchment, or other materials, fastened together to hinge at one side, with text and/or images printed in ink. A single sheet within a book is a leaf, and each side of a leaf is a page. A set of text-filled or illustrated pages produced in electronic format is known as an electronic book, or e-book. Books may also refer to works of literature, or a main division of such a work. In library and information science, a book is called a monograph, to distinguish it from serial periodicals such as magazines, journals, or newspapers. The body of all written works including books is literature. In novels and sometimes other types of books, a book may be divided into several large sections, also called books. An avid reader of books is a bibliophile or colloquially, ""bookworm"". A shop where books are bought and sold is a bookshop or bookstore. Books can also be borrowed from libraries. Google has estimated that as of 2010, approximately 130,000,000 distinct titles had been published."
428,3385,/m/01h6d4,Camping,https://en.wikipedia.org/wiki/Camping,Hobbies & Leisure,,,"Camping is an outdoor recreational activity involving overnight stays away from home in a shelter such as a tent, a caravan, or even a motorhome. Generally participants leave developed areas to spend time outdoors in more natural ones in pursuit of activities providing them enjoyment. To be regarded as ""camping"" a minimum of one night is spent outdoors, distinguishing it from day-tripping, picnicking, and other similarly short-term recreational activities. Camping can be enjoyed through all four seasons. Luxury may be an element, as in early 20th century African safaris, but including accommodations in fully equipped fixed structures such as high-end sporting camps under the banner of ""camping"" blurs the line. Camping as a recreational activity became popular among elites in the early 20th century. With time, it grew more democratic, and varied. Modern participants frequent publicly owned natural resources such as national and state parks, wilderness areas, and commercial campgrounds. Camping is a key part of many youth organizations around the world, such as Scouting, which use it to teach both self-reliance and teamwork."
435,3335,/m/06vmrv,Lego minifigure,https://en.wikipedia.org/wiki/Lego_minifigure,Shopping,,,"A Lego minifigure, commonly referred to as a ""minifig"", or simply just ""fig"", is a small plastic articulated figurine, many of which are yellow, available as part of the construction toy Lego, produced by Danish toy manufacturer the Lego Group. They were first produced in 1978, and have become hugely successful, with over 3.7 billion produced, and the figure appearing in a variety of media, including movies, books and video games. The figures are usually found within Lego sets, although they are also sold separately as keychains and magnets. While some are named as specific characters, either licensed from film franchises or of Lego's own creation, many are unnamed and are designed simply to fit within a certain theme. Minifigures are collected by both children and adults. They are highly customizable, and parts from different figures can be mixed and matched, resulting in a large number of combinations. Similar figures are produced by other companies such as the Kreons from construction toy Kre-O by Korean company Oxford."
430,3335,/m/01h5q0,Indian cuisine,https://en.wikipedia.org/wiki/Indian_cuisine,Food & Drink,,,"Indian cuisine encompasses a wide variety of regional and traditional cuisines native to India. Given the range of diversity in soil type, climate, culture, ethnic group and occupations, these cuisines vary significantly from each other and use locally available spices, herbs, vegetables and fruits. Indian food is also heavily influenced by religious and cultural choices and traditions. There has also been Middle Eastern and Central Asian influence on North Indian cuisine from the years of Mughal rule. Indian cuisine has been and is still evolving, as a result of the nation's cultural interactions with other societies. Historical incidents such as foreign invasions, trade relations and colonialism have played a role in introducing certain foods to the country. For instance, the potato, a staple of the diet in some regions of India, was brought to India by the Portuguese, who also introduced chillies and breadfruit. Indian cuisine has shaped the history of international relations; the spice trade between India and Europe was the primary catalyst for Europe's Age of Discovery. Spices were bought from India and traded around Europe and Asia."
441,3329,/m/015w6q,Barbie,https://en.wikipedia.org/wiki/Barbie,Shopping,,,"Barbie is a fashion doll manufactured by the American toy-company Mattel, Inc. and launched in March 1959. American businesswoman Ruth Handler is credited with the creation of the doll using a German doll called Bild Lilli as her inspiration. Barbie is the figurehead of a brand of Mattel dolls and accessories, including other family members and collectible dolls. Barbie has been an important part of the toy fashion doll market for over fifty years, and has been the subject of numerous controversies and lawsuits, often involving parody of the doll and her lifestyle. Mattel has sold over a billion Barbie dolls, making it the company’s largest and most profitable line. However, sales have declined sharply since 2014. The doll transformed the toy business in affluent communities worldwide by becoming a vehicle for the sale of related merchandise. She had a significant impact on social values by conveying characteristics of female independence, and with her multitude of accessories, an idealized upscale life-style that can be shared with affluent friends."
439,3319,/m/01bjxx,Camera lens,https://en.wikipedia.org/wiki/Camera_lens,Computers & Electronics,,,"A camera lens is an optical lens or assembly of lenses used in conjunction with a camera body and mechanism to make images of objects either on photographic film or on other media capable of storing an image chemically or electronically. There is no major difference in principle between a lens used for a still camera, a video camera, a telescope, a microscope, or other apparatus, but the detailed design and construction are different. A lens might be permanently fixed to a camera, or it might be interchangeable with lenses of different focal lengths, apertures, and other properties. While in principle a simple convex lens will suffice, in practice a compound lens made up of a number of optical lens elements is required to correct the many optical aberrations that arise. Some aberrations will be present in any lens system. It is the job of the lens designer to balance these and produce a design that is suitable for photographic use and possibly mass production."
437,3315,/m/0bs_x,Dodge,https://en.wikipedia.org/wiki/Dodge,Autos & Vehicles,,,"Dodge is an American brand of cars, minivans, and sport utility vehicles manufactured by FCA US LLC, based in Auburn Hills, Michigan. Dodge vehicles currently include the lower-priced badge variants of Chrysler-badged vehicles as well as performance cars, though for much of its existence Dodge was Chrysler's mid-priced brand above Plymouth. Founded as the Dodge Brothers Company machine shop by brothers Horace Elgin Dodge and John Francis Dodge in the early 1900s, Dodge was originally a supplier of parts and assemblies for Detroit-based automakers and began building complete automobiles under the ""Dodge Brothers"" brand in 1914, predating the founding of Chrysler Corporation. The factory was located in Hamtramck, Michigan and was called the Dodge Main factory from 1910 until its closing in January 1980. The Dodge brothers both died in 1920, and the company was sold by their families to Dillon, Read & Co. in 1925 before being sold to Chrysler in 1928. Dodge vehicles mainly consisted of trucks and full-sized passenger cars through the 1970s, though it made memorable compact cars and midsize cars"
443,3315,/m/0gvrl5w,Go-kart,https://en.wikipedia.org/wiki/Go-kart,Sports,,,"A go-kart, also written as go-cart, is type of open-wheel car. Go-karts come in all shapes and forms, from motorless models to high-powered racing machines, some, like Superkarts, being able to beat racing cars or motorcycles on long circuits. Gravity racers, usually referred to as Soap Box Derby carts, are the simplest type of go-karts. They are propelled by gravity, with some races taking place down a single hill. Recreational karts can be powered by four-stroke engines or electric motors, while racing karts use a two-stroke or rarely a higher powered four-stroke engines. Most of them are single seater but some recreational models can sometimes accommodate a passenger. In some countries, go-karts can be licensed for use on public roads. Typically there are some restrictions, e.g. in the European Union a go-kart on the road needs head light, tail lights, a horn, indicators and a maximum of 20 hp."
440,3305,/m/0d_fj,Hockey puck,https://en.wikipedia.org/wiki/Hockey_puck,Sports,,,"A hockey puck is a disk made of vulcanized rubber that serves the same functions in various games as a ball does in ball games. The best-known use of pucks is in ice hockey, a major international sport."
442,3301,/m/01hp05,Thomas the Tank Engine,https://en.wikipedia.org/wiki/Thomas_the_Tank_Engine,Arts & Entertainment,Books & Literature,,"Thomas the Tank Engine is a fictional steam locomotive in The Railway Series books by the Reverend Wilbert Awdry and his son, Christopher. He became the most popular character in the series, and is the title character in the accompanying television spin-off series, Thomas & Friends. Thomas is a steam engine and has a number 1 painted on his side. All of the locomotives in The Railway Series were based on prototypical engines; Thomas has origins in the E2 Class designed by Lawson Billinton in 1913. Thomas first appeared in 1946 in the second book in the series, Thomas the Tank Engine, and was the focus of the four short stories contained within. Thomas' best friends are Percy and Toby. In 1979, the British writer/producer Britt Allcroft came across the books, and arranged a deal to bring the stories to life as the TV series Thomas the Tank Engine and Friends. The program became an award-winning hit around the world, with a vast range of spin-off commercial products."
445,3256,/m/0cnz5pd,Monster High,https://en.wikipedia.org/wiki/Monster_High,Shopping,,,"Monster High is an American fashion doll franchise created by Mattel and launched in July 2010. The characters are inspired by monster movies, sci-fi horror, thriller fiction, and various other creatures. Monster High was created by Garrett Sander, with illustrations by Kellee Riley and illustrator Glen Hanson. The franchise includes many consumer products such as stationery, bags, key chains, various toys, play sets, video games, TV specials, a web series, and direct-to-DVD movies. Lisi Harrison is the author of the Monster High books. The characters are related to, or the offspring of, famous monsters such as Dracula, Frankenstein's monster, the Mummy, Medusa, the Creature from the Black Lagoon, the Phantom of the Opera, zombies and more. The franchise received a reboot and origin story called Welcome to Monster High, using new face molds, movie animation, a slogan, and the song ""This Is How We Boo"", performed by Jordin Sparks."
446,3227,/m/08854,Yacht,https://en.wikipedia.org/wiki/Yacht,Autos & Vehicles,,,"A yacht /ˈjɒt/ is a recreational boat or ship. The term originates from the Dutch word jacht ""hunt"", and was originally defined as a light fast sailing vessel used by the Dutch navy to pursue pirates and other transgressors around and into the shallow waters of the Low Countries. After its selection by Charles II of England as the vessel to carry him to England from the Netherlands for his restoration in 1660 it came to be used to mean a vessel used to convey important persons. In modern use of the term, yachts differ from working ships mainly by their leisure purpose. There are two different classes of yachts: sailing and power boats. With the rise of the steamboat and other types of powerboat, sailing vessels in general came to be perceived as luxury, or recreational vessels. Later the term came to encompass large motor boats for primarily private pleasure purposes as well. Yacht lengths normally range from 10 metres up to dozens of meters. A luxury craft smaller than 12 metres is more commonly called a cabin cruiser or simply a cruiser. A superyacht generally refers to any yacht above 24 m and a megayacht generally refers to any yacht over 50 metres."
448,3214,/m/0f7kfd,Auto Race (Japanese sport),https://en.wikipedia.org/wiki/Auto_Race_(Japanese_sport),Sports,,,"Auto Race is a Japanese version of motorcycle speedway, but combines gambling added into it and is held on an asphalt course, throughout Asia. It is regulated by the JKA Foundation. A typical Auto Race bike is 599㏄. Autorace is predominantly a gambling sport. The first ever meeting was held at Funabashi in 1950, but the more traditional speedway and flat track dirt surfaces were banned by the government in the 1960s because they were considered too dangerous. Unlike other forms of motorcycle and gambling sport, prior to race day, riders are required to reside at the dormitory with over 500 riders and refrain from contacting anyone within the outside world including any forms of communications to prevent race fixing, which scandalised the sport during the years of the sport when the Yakuza took over the sport and as a result, crowds dwindled and it was saved when a motorcycle federation took it over in 1967."
454,3194,/m/04f20t,Digital single-lens reflex camera,https://en.wikipedia.org/wiki/Digital_single-lens_reflex_camera,Computers & Electronics,,,"A digital single-lens reflex camera is a digital camera that combines the optics and the mechanisms of a single-lens reflex camera with a digital imaging sensor, as opposed to photographic film. The reflex design scheme is the primary difference between a DSLR and other digital cameras. In the reflex design, light travels through the lens, then to a mirror that alternates to send the image to either the viewfinder or the image sensor. The alternative would be to have a viewfinder with its own lens, hence the term ""single lens"" for this design. By using only one lens, the viewfinder of a DSLR presents an image that will not perceptibly differ from what is captured by the camera's sensor. DSLRs largely replaced film-based SLRs during the 2000s, and despite the rising popularity of mirrorless system cameras in the early 2010s, DSLRs remained the most common type of interchangeable lens camera in use as of 2014."
444,3190,/m/07_lq,Vegetarian cuisine,https://en.wikipedia.org/wiki/Vegetarian_cuisine,Food & Drink,,,"Vegetarian cuisine is based on food that meets vegetarian standards by not including meat and animal tissue products. For lacto-ovo vegetarianism, eggs and dairy products such as milk and cheese are permitted. For lacto vegetarianism, the earliest known type of vegetarianism, dairy products such as milk and cheese are permitted. The strictest forms of vegetarianism are veganism and fruitarianism, which exclude all animal products, including dairy, honey, and some refined sugars if filtered and whitened with bone char. Vegetarian foods can be classified into several different types: Traditional foods that have always been vegetarian include cereals, grains, fruits, vegetables, legumes and nuts. Soy products including tofu and tempeh which are common protein sources. Textured vegetable protein, made from defatted soy flour, often included in chili and burger recipes in place of ground meat. Meat analogues, which mimic the taste, texture, and appearance of meat and are often used in recipes that traditionally contained meat. Eggs and dairy product analogues in vegan cuisine."
453,3189,/m/01bgsw,Toddler,https://en.wikipedia.org/wiki/Toddler,People & Society,,,"A toddler is a child 12 to 36 months old. The toddler years are a time of great cognitive, emotional and social development. The word is derived from ""to toddle"", which means to walk unsteadily, like a child of this age."
455,3189,/m/0qffzrl,Xbox (console),https://en.wikipedia.org/wiki/Xbox_(console),Computers & Electronics,Internet & Telecom,,"The Xbox is a home video game console and the first installment in the Xbox series of consoles manufactured by Microsoft. It was released on November 15, 2001, in North America, followed by Australia, Europe and Japan in 2002. It was Microsoft's first foray into the gaming console market. The sixth-generation console competed with Sony's PlayStation 2 and the Nintendo GameCube. It was also the first console produced by an American company since the Atari Jaguar ceased production in 1996. Announced in 2000, The Xbox, graphically powerful compared to its rivals, featured a standard PC's 733 MHz Intel Pentium III processor. It was also noted for its PC-like size and weight, and was the first console to feature a built-in hard disk. In November 2002, Microsoft launched Xbox Live, a fee-based online gaming service that enabled subscribers to download new content and connect with other players through a broadband connection. Unlike other online services from Sega and Sony, Xbox Live had support in the original console design through an integrated Ethernet port."
451,3155,/m/07tn5,Unidentified flying object,https://en.wikipedia.org/wiki/Unidentified_flying_object,Arts & Entertainment,,,"An unidentified flying object, or UFO, in its most general definition, is any apparent anomaly in the sky that is not identifiable as a known object or phenomenon. Culturally, UFOs are associated with claims of visitation by extraterrestrial life or government-related conspiracy theories, and have become popular subjects in fiction. UFOs are often identified after their sighting. Sometimes, however, UFOs cannot be identified because of the low quality of evidence related to their sightings. Stories of fantastical celestial apparitions have been told since antiquity, but the term ""UFO"" was officially created in 1953 by the United States Air Force to serve as a catch-all for all such reports. In its initial definition, the USAF stated that a ""UFOB"" was ""any airborne object which by performance, aerodynamic characteristics, or unusual features, does not conform to any presently known aircraft or missile type, or which cannot be positively identified as a familiar object."" Accordingly, the term was initially restricted to that fraction of cases which remained unidentified after investigation, as the USAF was interested in potential national security reasons and/or ""technical aspects""."
452,3148,/m/02nnq5,Longboard (skateboard),https://en.wikipedia.org/wiki/Longboard_(skateboard),Sports,,,"A longboard is a type of sports equipment similar to a skateboard, but much longer. Often faster because of wheel size, longboards are commonly used for cruising, downhill racing, slalom racing, sliding, dancing, long distance racing, and transport."
458,3120,/m/019qw9,Convertible,https://en.wikipedia.org/wiki/Convertible,Autos & Vehicles,,,"A convertible or cabriolet is an automobile body style that can convert between an open-air mode and an enclosed one, varying in degree and means by model. Convertibles evolved from the earlier phaeton, an open vehicle without glass side windows that sometimes had removable panels of fabric or other material for protection from the elements. Historically, a retractable roof consisted of an articulated frame covered with a folding textile-based fabric similar to that on an open carriage evolved into the most common form. A lesser seen detachable hardtop provided a more weatherproof and secure alternative. As technology improved a retractable hardtop which removes and stows its own rigid roof in its trunk appeared, increasingly becoming the most popular form. A semi-convertible also known as a cabrio coach has a retractable or removable top which retains fully framed windows on its doors and side glass. A landaulet is a semi-enclosed convertible with a fully enclosed front cabin and an open rear, typically with a folding fabric top and roll-down glass all round. Many convertibles are two-door models, with a number of four-door models."
460,3110,/m/04mtl,Lamborghini,https://en.wikipedia.org/wiki/Lamborghini,Autos & Vehicles,,,"Automobili Lamborghini S.p.A. is an Italian brand and manufacturer of luxury sports cars and SUVs based in Sant'Agata Bolognese, Italy. The company is owned by the Volkswagen Group through its subsidiary Audi. Ferruccio Lamborghini, an Italian manufacturing magnate, founded Automobili Ferruccio Lamborghini S.p.A. in 1963 to compete with established marques, including Ferrari. The company gained wide acclaim in 1966 for the Miura sports coupé, which established rear mid-engine, rear wheel drive as the standard layout for high-performance cars of the era. Lamborghini grew rapidly during its first decade, but sales plunged in the wake of the 1973 worldwide financial downturn and the oil crisis. The firm's ownership changed three times after 1973, including a bankruptcy in 1978. American Chrysler Corporation took control of Lamborghini in 1987 and sold it to Malaysian investment group Mycom Setdco and Indonesian group V'Power Corporation in 1994. In 1998, Mycom Setdco and V'Power sold Lamborghini to the Volkswagen Group where it was placed under the control of the group's Audi division."
